fecha,tmed,region
2012-07-04,10.25,CEN
2012-07-04,7.7,BAS
2012-07-04,3.65,PAT
2012-07-04,7.0,LIT
2012-07-05,4.8,CUY
2012-07-05,8.1,NOA
2012-07-05,11.7,NEA
2012-07-05,3.5,COM
2012-07-05,8.25,GBA
2012-07-05,5.65,CEN
2012-07-05,4.15,BAS
2012-07-05,2.35,PAT
2012-07-05,7.05,LIT
2012-07-06,4.1,CUY
2012-07-06,9.4,NOA
2012-07-06,12.05,NEA
2012-07-06,4.0,COM
2012-07-06,8.1,GBA
2012-07-06,5.85,CEN
2012-07-06,1.8,BAS
2012-07-06,1.7,PAT
2012-07-06,7.6,LIT
2012-07-07,4.45,CUY
2012-07-07,10.85,NOA
2012-07-07,8.1,NEA
2012-07-07,3.75,COM
2012-07-07,8.05,GBA
2012-07-07,9.2,CEN
2012-07-07,4.4,BAS
2012-07-07,5.0,PAT
2012-07-07,6.55,LIT
2012-07-08,7.5,CUY
2012-07-08,10.1,NOA
2012-07-08,8.9,NEA
2012-07-08,10.4,COM
2012-07-08,10.4,GBA
2012-07-08,10.95,CEN
2012-07-08,10.65,BAS
2012-07-08,6.3,PAT
2012-07-08,10.75,LIT
2012-07-09,7.2,CUY
2012-07-09,11.65,NOA
2012-07-09,11.05,NEA
2012-07-09,3.1,COM
2012-07-09,9.65,GBA
2012-07-09,9.55,CEN
2012-07-09,6.1,BAS
2012-07-09,3.25,PAT
2012-07-09,8.65,LIT
2012-07-10,4.0,BAS
2012-07-10,4.55,PAT
2012-07-10,7.9,GBA
2012-07-10,5.45,CUY
2012-07-10,7.85,CEN
2012-07-10,16.45,NEA
2012-07-10,3.5,COM
2012-07-10,7.5,LIT
2012-07-10,11.75,NOA
2012-07-11,6.0,CUY
2012-07-11,8.3,NOA
2012-07-11,8.6,NEA
2012-07-11,9.15,COM
2012-07-11,6.1,GBA
2012-07-11,7.65,CEN
2012-07-11,6.9,BAS
2012-07-11,9.85,PAT
2012-07-11,4.0,LIT
2012-07-12,11.1,CUY
2012-07-12,11.4,NOA
2012-07-12,10.75,NEA
2012-07-12,11.4,COM
2012-07-12,8.75,GBA
2012-07-12,12.3,CEN
2012-07-12,8.1,BAS
2012-07-12,10.1,PAT
2012-07-12,9.15,LIT
2012-07-13,9.1,CUY
2012-07-13,14.25,NOA
2012-07-13,13.0,NEA
2012-07-13,12.4,COM
2012-07-13,11.95,GBA
2012-07-13,14.35,CEN
2012-07-13,8.65,BAS
2012-07-13,6.65,PAT
2012-07-13,11.4,LIT
2012-07-14,10.0,CUY
2012-07-14,13.5,NOA
2012-07-14,13.25,NEA
2012-07-14,3.15,COM
2012-07-14,7.25,LIT
2012-07-14,9.5,CEN
2012-07-14,4.05,BAS
2012-07-14,2.35,PAT
2012-07-14,8.45,GBA
2012-07-15,6.6,CUY
2012-07-15,11.6,NOA
2012-07-15,11.65,NEA
2012-07-15,7.9,COM
2012-07-15,5.65,GBA
2012-07-15,7.0,CEN
2012-07-15,2.35,BAS
2012-07-15,9.15,PAT
2012-07-15,6.45,LIT
2012-07-16,6.75,CUY
2012-07-16,10.15,NOA
2012-07-16,10.5,NEA
2012-07-16,5.95,COM
2012-07-16,7.1,GBA
2012-07-16,7.5,CEN
2012-07-16,6.4,BAS
2012-07-16,10.55,PAT
2012-07-16,4.95,LIT
2012-07-17,9.8,PAT
2012-07-17,7.75,GBA
2012-07-17,8.6,CUY
2012-07-17,10.85,NOA
2012-07-17,10.4,BAS
2012-07-17,7.65,COM
2012-07-17,6.05,LIT
2012-07-17,9.65,CEN
2012-07-17,9.1,NEA
2012-07-18,10.2,CUY
2012-07-18,14.6,NOA
2012-07-18,9.75,NEA
2012-07-18,9.35,COM
2012-07-18,11.45,GBA
2012-07-18,12.5,CEN
2012-07-18,11.0,BAS
2012-07-18,12.45,PAT
2012-07-18,9.4,LIT
2012-07-19,11.2,CUY
2012-07-19,15.6,NOA
2012-07-19,12.6,NEA
2012-07-19,7.3,COM
2012-07-19,13.0,GBA
2012-07-19,16.25,CEN
2012-07-19,10.1,BAS
2012-07-19,6.05,PAT
2012-07-19,11.1,LIT
2012-07-20,11.7,CUY
2012-07-20,16.0,NOA
2012-07-20,15.45,NEA
2012-07-20,8.4,COM
2012-07-20,14.1,GBA
2012-07-20,16.25,CEN
2012-07-20,9.9,BAS
2012-07-20,2.9,PAT
2012-07-20,12.25,LIT
2012-07-21,13.75,CUY
2012-07-21,16.8,NOA
2012-07-21,17.9,NEA
2012-07-21,9.1,COM
2012-07-21,14.95,GBA
2012-07-21,15.9,CEN
2012-07-21,12.3,BAS
2012-07-21,6.45,PAT
2012-07-21,12.9,LIT
2012-07-22,10.45,CUY
2012-07-22,13.1,NOA
2012-07-22,18.3,NEA
2012-07-22,4.7,COM
2012-07-22,9.75,GBA
2012-07-22,11.3,CEN
2012-07-22,7.1,BAS
2012-07-22,8.95,PAT
2012-07-22,10.0,LIT
2012-07-23,10.3,CUY
2012-07-23,15.6,NOA
2012-07-23,17.5,NEA
2012-07-23,8.3,COM
2012-07-23,9.05,GBA
2012-07-23,15.45,CEN
2012-07-23,12.5,BAS
2012-07-23,6.7,PAT
2012-07-23,10.65,LIT
2012-07-24,9.95,GBA
2012-07-24,8.35,CUY
2012-07-24,13.45,NOA
2012-07-24,19.8,NEA
2012-07-24,5.05,PAT
2012-07-24,10.45,LIT
2012-07-24,11.25,CEN
2012-07-24,5.1,BAS
2012-07-24,3.5,COM
2012-07-25,7.15,CUY
2012-07-25,14.65,NOA
2012-07-25,12.85,NEA
2012-07-25,6.6,COM
2012-07-25,7.75,GBA
2012-07-25,10.35,CEN
2012-07-25,7.1,BAS
2012-07-25,6.25,PAT
2012-07-25,5.8,LIT
2012-07-26,8.1,CUY
2012-07-26,13.4,NOA
2012-07-26,12.35,NEA
2012-07-26,6.95,COM
2012-07-26,11.25,GBA
2012-07-26,9.55,CEN
2012-07-26,5.9,BAS
2012-07-26,4.15,PAT
2012-07-26,9.25,LIT
2012-07-27,6.6,CUY
2012-07-27,11.1,NOA
2012-07-27,12.9,NEA
2012-07-27,6.0,COM
2012-07-27,6.4,GBA
2012-07-27,8.65,CEN
2012-07-27,6.3,BAS
2012-07-27,9.9,PAT
2012-07-27,6.15,LIT
2012-07-28,9.1,CUY
2012-07-28,14.15,NOA
2012-07-28,12.95,NEA
2012-07-28,7.55,COM
2012-07-28,12.2,GBA
2012-07-28,12.5,CEN
2012-07-28,11.0,BAS
2012-07-28,8.1,PAT
2012-07-28,10.45,LIT
2012-07-29,6.55,CUY
2012-07-29,11.65,NOA
2012-07-29,16.15,NEA
2012-07-29,5.35,COM
2012-07-29,9.95,GBA
2012-07-29,9.3,CEN
2012-07-29,6.1,BAS
2012-07-29,7.6,PAT
2012-07-29,9.55,LIT
2012-07-30,5.0,CUY
2012-07-30,9.25,NOA
2012-07-30,11.8,NEA
2012-07-30,2.8,COM
2012-07-30,6.45,GBA
2012-07-30,5.45,CEN
2012-07-30,6.45,BAS
2012-07-30,6.5,PAT
2012-07-30,4.0,LIT
2012-07-31,9.1,CEN
2012-07-31,7.75,BAS
2012-07-31,9.35,PAT
2012-07-31,11.05,GBA
2012-07-31,8.15,LIT
2012-07-31,11.75,NOA
2012-07-31,10.4,NEA
2012-07-31,5.6,COM
2012-07-31,6.75,CUY
2012-08-01,6.95,CUY
2012-08-01,12.9,NOA
2012-08-01,16.45,NEA
2012-08-01,7.8,COM
2012-08-01,11.85,GBA
2012-08-01,9.7,CEN
2012-08-01,9.0,BAS
2012-08-01,6.15,PAT
2012-08-01,9.4,LIT
2012-08-02,7.95,CUY
2012-08-02,15.25,NOA
2012-08-02,24.95,NEA
2012-08-02,4.0,COM
2012-08-02,10.7,GBA
2012-08-02,11.8,CEN
2012-08-02,10.25,BAS
2012-08-02,5.75,PAT
2012-08-02,10.2,LIT
2012-08-03,11.7,CUY
2012-08-03,14.9,NOA
2012-08-03,25.45,NEA
2012-08-03,5.55,COM
2012-08-03,10.65,GBA
2012-08-03,14.45,CEN
2012-08-03,8.8,BAS
2012-08-03,10.45,PAT
2012-08-03,12.1,LIT
2012-08-04,9.85,CUY
2012-08-04,14.8,NOA
2012-08-04,19.45,NEA
2012-08-04,7.3,COM
2012-08-04,10.3,GBA
2012-08-04,13.15,CEN
2012-08-04,11.45,BAS
2012-08-04,16.2,PAT
2012-08-04,11.55,LIT
2012-08-05,10.5,CUY
2012-08-05,15.35,NOA
2012-08-05,15.6,NEA
2012-08-05,7.75,COM
2012-08-05,11.9,GBA
2012-08-05,13.35,CEN
2012-08-05,12.0,BAS
2012-08-05,11.5,PAT
2012-08-05,11.7,LIT
2012-08-06,12.85,LIT
2012-08-06,11.45,CEN
2012-08-06,9.15,BAS
2012-08-06,11.9,PAT
2012-08-06,9.0,COM
2012-08-06,9.9,CUY
2012-08-06,11.45,NOA
2012-08-06,21.15,NEA
2012-08-06,11.6,GBA
2012-08-07,10.55,CUY
2012-08-07,15.75,NOA
2012-08-07,25.25,NEA
2012-08-07,10.9,COM
2012-08-07,15.25,GBA
2012-08-07,13.5,CEN
2012-08-07,10.8,BAS
2012-08-07,13.4,PAT
2012-08-07,13.95,LIT
2012-08-08,12.55,CUY
2012-08-08,14.5,NOA
2012-08-08,18.85,NEA
2012-08-08,10.8,COM
2012-08-08,13.8,GBA
2012-08-08,13.35,CEN
2012-08-08,9.3,BAS
2012-08-08,17.35,PAT
2012-08-08,10.9,LIT
2012-08-09,13.5,CUY
2012-08-09,19.05,NOA
2012-08-09,16.75,NEA
2012-08-09,9.3,COM
2012-08-09,13.55,GBA
2012-08-09,16.5,CEN
2012-08-09,15.6,BAS
2012-08-09,11.8,PAT
2012-08-09,16.8,LIT
2012-08-10,13.35,CUY
2012-08-10,18.4,NOA
2012-08-10,23.1,NEA
2012-08-10,9.8,COM
2012-08-10,15.85,GBA
2012-08-10,17.7,CEN
2012-08-10,9.1,BAS
2012-08-10,8.15,PAT
2012-08-10,18.0,LIT
2012-08-11,9.5,CUY
2012-08-11,20.7,NOA
2012-08-11,4.65,NEA
2012-08-11,6.75,COM
2012-08-11,15.2,GBA
2012-08-11,18.15,CEN
2012-08-11,6.75,BAS
2012-08-11,10.25,PAT
2012-08-11,22.5,LIT
2012-08-12,9.95,CUY
2012-08-12,17.85,NOA
2012-08-12,21.6,NEA
2012-08-12,10.5,COM
2012-08-12,13.8,GBA
2012-08-12,10.05,CEN
2012-08-12,9.6,BAS
2012-08-12,8.75,PAT
2012-08-12,13.9,LIT
2012-08-13,11.15,CUY
2012-08-13,14.45,NOA
2012-08-13,19.3,NEA
2012-08-13,7.05,COM
2012-08-13,11.0,GBA
2012-08-13,10.2,CEN
2012-08-13,8.0,BAS
2012-08-13,9.55,PAT
2012-08-13,9.2,LIT
2012-08-14,9.3,PAT
2012-08-14,13.2,GBA
2012-08-14,10.85,CUY
2012-08-14,14.8,NOA
2012-08-14,15.7,BAS
2012-08-14,9.25,COM
2012-08-14,15.4,LIT
2012-08-14,15.8,CEN
2012-08-14,22.95,NEA
2012-08-15,10.15,CUY
2012-08-15,18.55,NOA
2012-08-15,24.4,NEA
2012-08-15,9.4,COM
2012-08-15,15.95,GBA
2012-08-15,16.0,CEN
2012-08-15,13.55,BAS
2012-08-15,5.8,PAT
2012-08-15,18.5,LIT
2012-08-16,13.5,CUY
2012-08-16,20.25,NOA
2012-08-16,23.75,NEA
2012-08-16,9.05,COM
2012-08-16,14.55,GBA
2012-08-16,18.2,CEN
2012-08-16,9.15,BAS
2012-08-16,6.2,PAT
2012-08-16,18.0,LIT
2012-08-17,12.15,COM
2012-08-17,17.7,LIT
2012-08-17,16.55,CEN
2012-08-17,10.15,BAS
2012-08-17,9.7,PAT
2012-08-17,16.0,GBA
2012-08-17,13.6,CUY
2012-08-17,22.4,NOA
2012-08-17,27.75,NEA
2012-08-18,11.6,CUY
2012-08-18,16.35,NOA
2012-08-18,22.8,NEA
2012-08-18,10.3,COM
2012-08-18,16.1,GBA
2012-08-18,13.65,CEN
2012-08-18,10.9,BAS
2012-08-18,11.1,PAT
2012-08-18,14.85,LIT
2012-08-19,11.85,CUY
2012-08-19,19.65,NOA
2012-08-19,20.8,NEA
2012-08-19,11.25,COM
2012-08-19,14.75,GBA
2012-08-19,14.85,CEN
2012-08-19,13.9,BAS
2012-08-19,13.8,PAT
2012-08-19,12.5,LIT
2012-08-20,9.85,PAT
2012-08-20,14.45,GBA
2012-08-20,13.75,CUY
2012-08-20,18.95,NOA
2012-08-20,15.35,BAS
2012-08-20,9.35,COM
2012-08-20,16.3,LIT
2012-08-20,15.2,CEN
2012-08-20,18.4,NEA
2012-08-21,14.6,CUY
2012-08-21,20.0,NOA
2012-08-21,18.65,NEA
2012-08-21,15.35,COM
2012-08-21,15.45,GBA
2012-08-21,15.3,CEN
2012-08-21,13.15,BAS
2012-08-21,14.75,PAT
2012-08-21,13.35,LIT
2012-08-22,14.75,CUY
2012-08-22,22.7,NOA
2012-08-22,25.75,NEA
2012-08-22,7.3,COM
2012-08-22,18.75,GBA
2012-08-22,22.35,CEN
2012-08-22,14.15,BAS
2012-08-22,10.9,PAT
2012-08-22,21.75,LIT
2012-08-23,10.95,CUY
2012-08-23,21.85,NOA
2012-08-23,26.2,NEA
2012-08-23,8.5,COM
2012-08-23,24.4,GBA
2012-08-23,17.6,CEN
2012-08-23,9.85,BAS
2012-08-23,4.9,PAT
2012-08-23,19.5,LIT
2012-08-24,8.3,CUY
2012-08-24,16.1,NOA
2012-08-24,18.6,NEA
2012-08-24,8.1,COM
2012-08-24,15.6,GBA
2012-08-24,11.25,CEN
2012-08-24,8.0,BAS
2012-08-24,5.0,PAT
2012-08-24,11.45,LIT
2012-08-25,8.8,CUY
2012-08-25,11.5,NOA
2012-08-25,11.9,NEA
2012-08-25,3.05,COM
2012-08-25,8.45,GBA
2012-08-25,8.25,CEN
2012-08-25,6.05,BAS
2012-08-25,5.35,PAT
2012-08-25,7.75,LIT
2012-08-26,9.05,CUY
2012-08-26,9.5,NOA
2012-08-26,11.75,NEA
2012-08-26,8.75,COM
2012-08-26,7.05,GBA
2012-08-26,9.9,CEN
2012-08-26,4.1,BAS
2012-08-26,8.85,PAT
2012-08-26,7.9,LIT
2012-08-27,8.65,GBA
2012-08-27,9.2,CUY
2012-08-27,10.2,NOA
2012-08-27,10.2,NEA
2012-08-27,9.85,PAT
2012-08-27,7.05,LIT
2012-08-27,8.2,CEN
2012-08-27,5.2,BAS
2012-08-27,9.3,COM
2012-08-28,10.65,CUY
2012-08-28,12.4,NOA
2012-08-28,12.05,NEA
2012-08-28,11.5,COM
2012-08-28,9.9,GBA
2012-08-28,9.3,CEN
2012-08-28,7.1,BAS
2012-08-28,9.35,PAT
2012-08-28,9.4,LIT
2012-08-29,11.25,CUY
2012-08-29,15.6,NOA
2012-08-29,12.75,NEA
2012-08-29,10.7,COM
2012-08-29,13.8,GBA
2012-08-29,14.35,CEN
2012-08-29,12.95,BAS
2012-08-29,8.5,PAT
2012-08-29,12.65,LIT
2012-08-30,13.6,CUY
2012-08-30,17.25,NOA
2012-08-30,18.6,NEA
2012-08-30,11.75,COM
2012-08-30,16.1,GBA
2012-08-30,15.0,CEN
2012-08-30,13.5,BAS
2012-08-30,9.1,PAT
2012-08-30,15.6,LIT
2012-08-31,15.75,CUY
2012-08-31,21.5,NOA
2012-08-31,23.15,NEA
2012-08-31,15.15,COM
2012-08-31,16.8,GBA
2012-08-31,18.9,CEN
2012-08-31,16.8,BAS
2012-08-31,10.4,PAT
2012-08-31,17.65,LIT
2012-09-01,19.0,CUY
2012-09-01,22.9,NOA
2012-09-01,25.8,NEA
2012-09-01,16.95,COM
2012-09-01,18.0,GBA
2012-09-01,19.15,CEN
2012-09-01,17.15,BAS
2012-09-01,8.55,PAT
2012-09-01,18.65,LIT
2012-09-02,19.35,CUY
2012-09-02,23.95,NOA
2012-09-02,25.65,NEA
2012-09-02,13.85,COM
2012-09-02,18.45,GBA
2012-09-02,20.55,CEN
2012-09-02,11.6,BAS
2012-09-02,8.1,PAT
2012-09-02,21.65,LIT
2012-09-03,14.4,PAT
2012-09-03,13.9,GBA
2012-09-03,17.25,CUY
2012-09-03,27.2,NOA
2012-09-03,6.15,BAS
2012-09-03,11.9,COM
2012-09-03,15.05,LIT
2012-09-03,19.25,CEN
2012-09-03,25.55,NEA
2012-09-04,13.0,CUY
2012-09-04,19.5,NOA
2012-09-04,25.5,NEA
2012-09-04,8.0,COM
2012-09-04,12.5,GBA
2012-09-04,13.0,CEN
2012-09-04,12.5,BAS
2012-09-04,13.5,PAT
2012-09-04,13.0,LIT
2012-09-05,20.2,NOA
2012-09-05,25.0,NEA
2012-09-05,11.7,COM
2012-09-05,14.0,LIT
2012-09-05,13.15,CUY
2012-09-05,12.15,BAS
2012-09-05,13.45,PAT
2012-09-05,12.75,GBA
2012-09-05,13.1,CEN
2012-09-06,13.0,CUY
2012-09-06,14.7,NOA
2012-09-06,26.8,NEA
2012-09-06,13.85,COM
2012-09-06,12.5,GBA
2012-09-06,10.2,CEN
2012-09-06,14.25,BAS
2012-09-06,20.05,PAT
2012-09-06,13.55,LIT
2012-09-07,10.7,CUY
2012-09-07,12.75,NOA
2012-09-07,18.9,NEA
2012-09-07,16.15,COM
2012-09-07,15.7,GBA
2012-09-07,9.8,CEN
2012-09-07,8.25,BAS
2012-09-07,15.3,PAT
2012-09-07,15.35,LIT
2012-09-08,17.15,GBA
2012-09-08,14.3,CUY
2012-09-08,18.7,NOA
2012-09-08,18.1,NEA
2012-09-08,10.3,PAT
2012-09-08,17.0,LIT
2012-09-08,17.7,CEN
2012-09-08,11.3,BAS
2012-09-08,12.1,COM
2012-09-09,12.1,CUY
2012-09-09,17.85,NOA
2012-09-09,19.35,NEA
2012-09-09,9.85,COM
2012-09-09,13.2,GBA
2012-09-09,14.4,CEN
2012-09-09,10.1,BAS
2012-09-09,12.45,PAT
2012-09-09,15.2,LIT
2012-09-10,13.1,CUY
2012-09-10,17.45,NOA
2012-09-10,17.45,NEA
2012-09-10,14.2,COM
2012-09-10,12.8,GBA
2012-09-10,13.5,CEN
2012-09-10,11.5,BAS
2012-09-10,14.15,PAT
2012-09-10,15.35,LIT
2012-09-11,15.4,CUY
2012-09-11,19.85,NOA
2012-09-11,15.35,NEA
2012-09-11,14.8,COM
2012-09-11,16.15,LIT
2012-09-11,17.8,CEN
2012-09-11,15.0,BAS
2012-09-11,12.5,PAT
2012-09-11,16.7,GBA
2012-09-12,17.55,LIT
2012-09-12,19.2,CEN
2012-09-12,16.6,BAS
2012-09-12,11.15,PAT
2012-09-12,15.3,COM
2012-09-12,19.0,CUY
2012-09-12,23.9,NOA
2012-09-12,19.25,NEA
2012-09-12,19.3,GBA
2012-09-13,19.75,CUY
2012-09-13,22.9,NOA
2012-09-13,17.75,NEA
2012-09-13,13.6,COM
2012-09-13,20.0,GBA
2012-09-13,20.45,CEN
2012-09-13,16.3,BAS
2012-09-13,15.75,PAT
2012-09-13,18.6,LIT
2012-09-14,20.25,CUY
2012-09-14,24.5,NOA
2012-09-14,21.7,NEA
2012-09-14,16.05,COM
2012-09-14,20.35,GBA
2012-09-14,21.95,CEN
2012-09-14,22.4,BAS
2012-09-14,14.55,PAT
2012-09-14,19.8,LIT
2012-09-15,18.8,CUY
2012-09-15,25.95,NOA
2012-09-15,30.65,NEA
2012-09-15,16.7,COM
2012-09-15,20.5,GBA
2012-09-15,23.8,CEN
2012-09-15,17.9,BAS
2012-09-15,13.35,PAT
2012-09-15,22.75,LIT
2012-09-16,17.15,CUY
2012-09-16,25.0,NOA
2012-09-16,31.05,NEA
2012-09-16,10.55,COM
2012-09-16,18.4,GBA
2012-09-16,22.35,CEN
2012-09-16,14.5,BAS
2012-09-16,9.4,PAT
2012-09-16,21.45,LIT
2012-09-17,15.75,CUY
2012-09-17,24.45,NOA
2012-09-17,30.75,NEA
2012-09-17,9.5,COM
2012-09-17,16.6,GBA
2012-09-17,16.8,CEN
2012-09-17,13.7,BAS
2012-09-17,8.25,PAT
2012-09-17,18.35,LIT
2012-09-18,11.65,CUY
2012-09-18,18.8,NOA
2012-09-18,24.3,NEA
2012-09-18,10.75,COM
2012-09-18,15.05,GBA
2012-09-18,11.95,CEN
2012-09-18,10.4,BAS
2012-09-18,7.6,PAT
2012-09-18,14.2,LIT
2012-09-19,11.2,CUY
2012-09-19,14.25,NOA
2012-09-19,16.6,NEA
2012-09-19,8.5,COM
2012-09-19,12.0,GBA
2012-09-19,11.9,CEN
2012-09-19,9.15,BAS
2012-09-19,12.95,PAT
2012-09-19,13.8,LIT
2012-09-20,14.5,CUY
2012-09-20,15.95,NOA
2012-09-20,15.45,NEA
2012-09-20,10.9,COM
2012-09-20,14.15,GBA
2012-09-20,11.4,CEN
2012-09-20,12.35,BAS
2012-09-20,11.25,PAT
2012-09-20,10.05,LIT
2012-09-21,13.8,CUY
2012-09-21,20.4,NOA
2012-09-21,17.5,NEA
2012-09-21,14.2,COM
2012-09-21,14.45,GBA
2012-09-21,13.7,CEN
2012-09-21,10.05,BAS
2012-09-21,10.65,PAT
2012-09-21,13.45,LIT
2012-09-22,16.75,CUY
2012-09-22,18.25,NOA
2012-09-22,17.25,NEA
2012-09-22,12.15,COM
2012-09-22,15.1,GBA
2012-09-22,14.15,CEN
2012-09-22,10.25,BAS
2012-09-22,12.55,PAT
2012-09-22,12.65,LIT
2012-09-23,17.45,CUY
2012-09-23,20.15,NOA
2012-09-23,20.2,NEA
2012-09-23,14.25,COM
2012-09-23,16.6,GBA
2012-09-23,19.75,CEN
2012-09-23,13.85,BAS
2012-09-23,11.25,PAT
2012-09-23,17.4,LIT
2012-09-24,17.1,CUY
2012-09-24,24.05,NOA
2012-09-24,24.65,NEA
2012-09-24,11.75,COM
2012-09-24,14.8,GBA
2012-09-24,15.1,CEN
2012-09-24,8.8,BAS
2012-09-24,7.35,PAT
2012-09-24,15.35,LIT
2012-09-25,13.1,CUY
2012-09-25,19.0,NOA
2012-09-25,17.7,NEA
2012-09-25,10.6,COM
2012-09-25,9.6,GBA
2012-09-25,12.25,CEN
2012-09-25,8.4,BAS
2012-09-25,7.0,PAT
2012-09-25,9.1,LIT
2012-09-26,13.25,CUY
2012-09-26,17.45,NOA
2012-09-26,10.1,NEA
2012-09-26,15.35,COM
2012-09-26,8.8,GBA
2012-09-26,8.9,CEN
2012-09-26,8.15,BAS
2012-09-26,11.6,PAT
2012-09-26,8.75,LIT
2012-09-27,14.4,CUY
2012-09-27,16.7,NOA
2012-09-27,13.2,NEA
2012-09-27,16.5,COM
2012-09-27,13.85,GBA
2012-09-27,11.85,CEN
2012-09-27,14.25,BAS
2012-09-27,15.7,PAT
2012-09-27,13.8,LIT
2012-09-28,18.6,CUY
2012-09-28,17.1,NOA
2012-09-28,16.25,NEA
2012-09-28,18.3,COM
2012-09-28,16.55,GBA
2012-09-28,13.1,CEN
2012-09-28,15.4,BAS
2012-09-28,11.8,PAT
2012-09-28,16.7,LIT
2012-09-29,19.5,CUY
2012-09-29,21.85,NOA
2012-09-29,22.65,NEA
2012-09-29,15.45,COM
2012-09-29,18.65,GBA
2012-09-29,17.4,CEN
2012-09-29,19.25,BAS
2012-09-29,11.55,PAT
2012-09-29,18.65,LIT
2012-09-30,19.85,CUY
2012-09-30,23.5,NOA
2012-09-30,23.3,NEA
2012-09-30,11.75,COM
2012-09-30,19.6,GBA
2012-09-30,18.2,CEN
2012-09-30,16.3,BAS
2012-09-30,12.9,PAT
2012-09-30,19.85,LIT
2012-10-01,15.45,CUY
2012-10-01,22.8,NOA
2012-10-01,30.55,NEA
2012-10-01,12.1,COM
2012-10-01,19.65,GBA
2012-10-01,17.3,CEN
2012-10-01,14.35,BAS
2012-10-01,13.4,PAT
2012-10-01,19.85,LIT
2012-10-02,16.1,CUY
2012-10-02,22.0,NOA
2012-10-02,30.4,NEA
2012-10-02,12.25,COM
2012-10-02,15.65,GBA
2012-10-02,15.1,CEN
2012-10-02,9.8,BAS
2012-10-02,13.15,PAT
2012-10-02,17.6,LIT
2012-10-03,16.0,CUY
2012-10-03,20.3,NOA
2012-10-03,21.75,NEA
2012-10-03,13.2,COM
2012-10-03,15.1,GBA
2012-10-03,15.35,CEN
2012-10-03,14.2,BAS
2012-10-03,14.35,PAT
2012-10-03,17.05,LIT
2012-10-04,17.5,CEN
2012-10-04,16.8,BAS
2012-10-04,15.85,PAT
2012-10-04,13.9,GBA
2012-10-04,15.0,LIT
2012-10-04,21.6,NOA
2012-10-04,22.5,NEA
2012-10-04,15.5,COM
2012-10-04,18.5,CUY
2012-10-05,19.0,CUY
2012-10-05,24.1,NOA
2012-10-05,26.4,NEA
2012-10-05,14.95,COM
2012-10-05,19.8,GBA
2012-10-05,23.2,CEN
2012-10-05,15.05,BAS
2012-10-05,11.5,PAT
2012-10-05,20.9,LIT
2012-10-06,15.2,CUY
2012-10-06,22.3,NOA
2012-10-06,29.3,NEA
2012-10-06,11.55,COM
2012-10-06,19.35,GBA
2012-10-06,16.7,CEN
2012-10-06,12.0,BAS
2012-10-06,9.45,PAT
2012-10-06,20.25,LIT
2012-10-07,13.0,CUY
2012-10-07,19.25,NOA
2012-10-07,26.5,NEA
2012-10-07,10.6,COM
2012-10-07,16.35,GBA
2012-10-07,16.15,CEN
2012-10-07,10.5,BAS
2012-10-07,11.65,PAT
2012-10-07,17.7,LIT
2012-10-08,13.2,CUY
2012-10-08,17.45,NOA
2012-10-08,29.65,NEA
2012-10-08,15.3,COM
2012-10-08,18.3,GBA
2012-10-08,16.1,CEN
2012-10-08,13.25,BAS
2012-10-08,15.5,PAT
2012-10-08,18.1,LIT
2012-10-09,16.3,CUY
2012-10-09,18.35,NOA
2012-10-09,24.85,NEA
2012-10-09,16.15,COM
2012-10-09,19.75,GBA
2012-10-09,13.8,CEN
2012-10-09,12.2,BAS
2012-10-09,10.9,PAT
2012-10-09,18.8,LIT
2012-10-10,7.5,BAS
2012-10-10,9.0,PAT
2012-10-10,12.7,GBA
2012-10-10,15.5,CUY
2012-10-10,14.55,CEN
2012-10-10,20.55,NEA
2012-10-10,15.55,COM
2012-10-10,13.75,LIT
2012-10-10,19.7,NOA
2012-10-11,17.4,CUY
2012-10-11,18.3,NOA
2012-10-11,18.9,NEA
2012-10-11,18.1,COM
2012-10-11,14.65,GBA
2012-10-11,13.1,CEN
2012-10-11,10.85,BAS
2012-10-11,16.5,PAT
2012-10-11,13.55,LIT
2012-10-12,20.25,CUY
2012-10-12,19.7,NOA
2012-10-12,18.15,NEA
2012-10-12,18.75,COM
2012-10-12,18.4,GBA
2012-10-12,16.55,CEN
2012-10-12,18.55,BAS
2012-10-12,15.1,PAT
2012-10-12,16.65,LIT
2012-10-13,21.3,CUY
2012-10-13,22.5,NOA
2012-10-13,23.3,NEA
2012-10-13,19.7,COM
2012-10-13,19.45,GBA
2012-10-13,18.4,CEN
2012-10-13,19.85,BAS
2012-10-13,13.0,PAT
2012-10-13,19.25,LIT
2012-10-14,22.75,CUY
2012-10-14,25.6,NOA
2012-10-14,25.8,NEA
2012-10-14,14.7,COM
2012-10-14,23.05,LIT
2012-10-14,20.3,CEN
2012-10-14,22.05,BAS
2012-10-14,11.5,PAT
2012-10-14,20.7,GBA
2012-10-15,16.8,CUY
2012-10-15,25.0,NOA
2012-10-15,23.55,NEA
2012-10-15,12.55,COM
2012-10-15,21.6,GBA
2012-10-15,19.6,CEN
2012-10-15,16.1,BAS
2012-10-15,12.85,PAT
2012-10-15,19.8,LIT
2012-10-16,16.7,CUY
2012-10-16,20.55,NOA
2012-10-16,21.55,NEA
2012-10-16,18.25,COM
2012-10-16,16.4,GBA
2012-10-16,18.0,CEN
2012-10-16,12.95,BAS
2012-10-16,14.8,PAT
